latitude,longitude,time,date,xco2,xco2_quality_flag,rice_proportion_in_buffer,is_rice_influenced,precipitation,temperature_2m,skin_temperature,soil_temperature_L1,soil_water_L1,surface_solar_radiation,total_precipitation,lai_low_veg,wind_u_10m,wind_v_10m,dewpoint_temp_2m,surface_pressure,FPAR,LAI,GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,AOD_047um,AOD_055um,NDVI,EVI,LSWI,NDWI_McFeeters,ET,LE,PET,PLE,LST_Day_Terra_C,LST_Night_Terra_C,LST_Day_Aqua_C,LST_Night_Aqua_C,sm_surface_daily
14.212591,108.10295,2021-01-02 06:15:02.561992,2021-01-02,416.87512,0,1.0,True,0.0,16.889616,17.087944,17.983362,0.32733,13854788.0,0.014082,2.747823,-2.364392,-2.160475,13.079465,93348.601562,0.77,3.0,124.690865,296.066071,220.971451,18.741863,0.111,0.08,0.157321,0.323083,0.072234,-0.162038,20.6,6320000.0,31.4,9620000.0,,,30.67,,0.320394
14.204556,108.108734,2021-01-02 06:15:02.588023,2021-01-02,416.77417,0,1.0,True,0.0,16.889616,17.087944,17.983362,0.32733,13854788.0,0.014082,2.747823,-2.364392,-2.160475,13.079465,93348.601562,0.79,3.2,138.474976,314.204468,228.769363,19.659388,,,0.219212,0.355898,0.081621,-0.216347,22.5,6910000.0,32.799999,10060000.0,,,,,0.320394
14.232701,108.09846,2021-01-02 06:15:02.895002,2021-01-02,415.6902,0,1.0,True,0.0,16.575571,16.871962,17.711796,0.307901,13311244.0,0.023097,2.888809,-2.255872,-2.112908,12.986855,93253.015625,0.46,1.2,124.690865,296.066071,220.971451,18.741863,0.087,0.062,0.224143,0.335084,0.074761,-0.229018,21.5,6590000.0,31.700001,9730000.0,,,29.870001,,0.34963
14.224667,108.10424,2021-01-02 06:15:02.920993,2021-01-02,415.7864,0,1.0,True,0.0,16.889616,17.087944,17.983362,0.32733,13854788.0,0.014082,2.747823,-2.364392,-2.160475,13.079465,93348.601562,,,124.690865,296.066071,220.971451,18.741863,0.124,0.089,0.137422,0.327353,0.077899,-0.142412,30.200001,9250000.0,37.700001,11550000.0,,,28.23,,0.320394
14.216584,108.10998,2021-01-02 06:15:02.947989,2021-01-02,415.2184,0,1.0,True,0.0,16.889616,17.087944,17.983362,0.32733,13854788.0,0.014082,2.747823,-2.364392,-2.160475,13.079465,93348.601562,0.53,1.3,138.474976,314.204468,228.769363,19.659388,0.122,0.087,0.175583,0.352103,0.080486,-0.176105,19.799999,6060000.0,31.0,9500000.0,,,29.950001,,0.320394
14.208413,108.115654,2021-01-02 06:15:02.975026,2021-01-02,416.5362,0,1.0,True,0.0,16.889616,17.087944,17.983362,0.32733,13854788.0,0.014082,2.747823,-2.364392,-2.160475,13.079465,93348.601562,0.61,1.6,138.474976,314.204468,228.769363,19.659388,0.119,0.085,0.267196,0.388578,0.102135,-0.261818,20.700001,6350000.0,31.9,9770000.0,,,,,0.320394
14.252723,108.094,2021-01-02 06:15:03.228012,2021-01-02,415.1086,0,1.0,True,0.0,16.575571,16.871962,17.711796,0.307901,13311244.0,0.023097,2.888809,-2.255872,-2.112908,12.986855,93253.015625,0.59,1.5,146.967453,330.417725,242.920013,21.404755,,,0.345575,0.334746,0.081951,-0.35143,19.799999,6070000.0,30.200001,9260000.0,,,,,0.34963
14.244678,108.0998,2021-01-02 06:15:03.255008,2021-01-02,415.3838,0,1.0,True,0.0,16.575571,16.871962,17.711796,0.307901,13311244.0,0.023097,2.888809,-2.255872,-2.112908,12.986855,93253.015625,0.73,2.2,146.967453,330.417725,242.920013,21.404755,0.091,0.065,0.265326,0.354482,0.095297,-0.264324,20.200001,6190000.0,30.700001,9400000.0,,,30.889999,,0.34963
14.236588,108.10554,2021-01-02 06:15:03.282005,2021-01-02,415.12027,0,1.0,True,0.0,16.575571,16.871962,17.711796,0.307901,13311244.0,0.023097,2.888809,-2.255872,-2.112908,12.986855,93253.015625,0.45,1.2,146.967453,330.417725,242.920013,21.404755,0.093,0.066,0.173955,0.314743,0.091414,-0.183998,21.0,6440000.0,32.0,9810000.0,,,29.27,,0.34963
14.212052,108.12231,2021-01-02 06:15:03.362994,2021-01-02,416.2654,0,1.0,True,0.0,16.889616,17.087944,17.983362,0.32733,13854788.0,0.014082,2.747823,-2.364392,-2.160475,13.079465,93348.601562,0.8,3.3,138.474976,314.204468,228.769363,19.659388,0.12,0.086,0.320562,0.405897,0.109631,-0.306749,23.4,7160000.0,32.900002,10080000.0,,,27.709999,,0.320394
