latitude,longitude,time,date,xco2,xco2_quality_flag,rice_proportion_in_buffer,is_rice_influenced,precipitation,temperature_2m,skin_temperature,soil_temperature_L1,soil_water_L1,surface_solar_radiation,total_precipitation,lai_low_veg,wind_u_10m,wind_v_10m,dewpoint_temp_2m,surface_pressure,FPAR,LAI,GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,AOD_047um,AOD_055um,NDVI,EVI,LSWI,NDWI_McFeeters,ET,LE,PET,PLE,LST_Day_Terra_C,LST_Night_Terra_C,LST_Day_Aqua_C,LST_Night_Aqua_C,sm_surface_daily
11.419368,107.037285,2024-01-02 06:21:19.615027,2024-01-02,424.28625,0,1.0,True,0.0,28.121435,28.033644,28.337814,0.301151,19068524.0,0.002587,1.941666,0.054035,-0.031169,21.379698,100255.648438,0.91,6.7,213.339172,386.297668,271.325165,28.758705,,,0.74591,0.427013,0.20159,-0.690587,39.0,11880000.0,50.599998,15410000.0,29.030001,,,,0.290787
11.410976,107.04252,2024-01-02 06:21:19.642023,2024-01-02,424.17773,0,1.0,True,0.0,28.121435,28.033644,28.337814,0.301151,19068524.0,0.002587,1.941666,0.054035,-0.031169,21.379698,100255.648438,0.91,6.7,213.339172,386.297668,271.325165,28.758705,0.34,0.246,0.733639,0.368144,0.164824,-0.692193,28.6,8720000.0,49.0,14930000.0,28.870001,,,,0.290787
11.405963,107.053276,2024-01-02 06:21:20.056022,2024-01-02,422.725,0,1.0,True,0.0,27.863134,27.630732,27.9349,0.298348,18952312.0,0.002587,0.987676,-0.005535,-0.063517,20.682676,99618.4375,0.9,6.0,200.329346,379.356293,272.410889,29.251945,,,0.825632,0.496076,0.25764,-0.747567,37.400002,11390000.0,50.400002,15350000.0,28.35,,,,0.357117
11.939913,106.916115,2024-01-02 06:21:27.895006,2024-01-02,421.69244,0,1.0,True,0.0,27.935888,28.557734,29.015387,0.256351,19116116.0,0.002587,3.264771,-0.757122,-0.901082,19.343077,99523.6875,0.66,1.9,200.770813,377.77179,267.874969,28.065126,0.043,0.031,0.682081,0.346219,0.182026,-0.681473,25.9,7900000.0,47.900002,14590000.0,,,,,0.422537
11.943344,106.92241,2024-01-02 06:21:28.282008,2024-01-02,421.94022,0,1.0,True,0.0,27.935888,28.557734,29.015387,0.256351,19116116.0,0.002587,3.264771,-0.757122,-0.901082,19.343077,99523.6875,0.9,5.8,200.770813,377.77179,267.874969,28.065126,0.04,0.028,0.711901,0.413317,0.207325,-0.671597,36.200001,11030000.0,49.400002,15060000.0,26.889999,,,,0.422537
11.934976,106.92772,2024-01-02 06:21:28.309005,2024-01-02,422.6981,0,1.0,True,0.0,27.935888,28.557734,29.015387,0.256351,19116116.0,0.002587,3.264771,-0.757122,-0.901082,19.343077,99523.6875,0.9,5.8,200.770813,377.77179,267.874969,28.065126,0.028,0.02,0.656302,0.406549,0.160926,-0.659527,29.299999,8920000.0,47.599998,14490000.0,28.51,,,,0.422537
11.909821,106.94309,2024-01-02 06:21:28.388988,2024-01-02,420.83606,0,1.0,True,0.0,27.935888,28.557734,29.015387,0.256351,19116116.0,0.002587,3.264771,-0.757122,-0.901082,19.343077,99523.6875,0.9,6.0,172.264282,344.128052,228.250763,22.449114,0.075,0.053,0.64425,0.355302,0.207706,-0.608024,39.200001,11930000.0,51.0,15540000.0,28.93,,,,0.422537
11.983645,106.91354,2024-01-02 06:21:28.947988,2024-01-02,422.0112,0,1.0,True,0.0,27.900894,28.175571,28.559006,0.237594,18901056.0,0.002706,2.435588,-0.992962,-1.035848,18.985737,99356.398438,0.85,4.1,192.143036,375.25351,273.453064,29.797211,0.069,0.049,0.618257,0.31378,0.203029,-0.507909,,,,,,,,,0.311378
11.987173,106.91965,2024-01-02 06:21:29.335996,2024-01-02,422.83,0,1.0,True,0.0,27.900894,28.175571,28.559006,0.237594,18901056.0,0.002706,2.435588,-0.992962,-1.035848,18.985737,99356.398438,0.87,4.7,192.143036,375.25351,273.453064,29.797211,0.055,0.039,0.618257,0.31378,0.203029,-0.507909,26.0,7930000.0,49.200001,14970000.0,,,,,0.311378
11.9788,106.92479,2024-01-02 06:21:29.362992,2024-01-02,421.57346,0,1.0,True,0.0,27.900894,28.175571,28.559006,0.237594,18901056.0,0.002706,2.435588,-0.992962,-1.035848,18.985737,99356.398438,0.9,6.0,192.143036,375.25351,273.453064,29.797211,0.052,0.037,0.779559,0.491233,0.267278,-0.715232,36.599998,11150000.0,49.5,15080000.0,,,,,0.311378
12.040562,106.8938,2024-01-02 06:21:29.562026,2024-01-02,422.7767,0,1.0,True,0.0,27.900894,28.175571,28.559006,0.237594,18901056.0,0.002706,2.435588,-0.992962,-1.035848,18.985737,99356.398438,0.9,6.0,186.598877,372.521637,271.530579,29.22436,,,0.726596,0.490573,0.172053,-0.695039,35.700001,10890000.0,48.099998,14650000.0,29.790001,,,,0.311378
12.01571,106.90992,2024-01-02 06:21:29.642009,2024-01-02,423.21024,0,1.0,True,0.0,27.900894,28.175571,28.559006,0.237594,18901056.0,0.002706,2.435588,-0.992962,-1.035848,18.985737,99356.398438,0.9,6.4,192.143036,375.25351,273.453064,29.797211,0.087,0.062,0.665974,0.557899,0.2934,-0.596282,36.799999,11230000.0,48.900002,14890000.0,,,,,0.311378
12.052587,106.89466,2024-01-02 06:21:29.921026,2024-01-02,422.47653,0,1.0,True,0.0,27.845394,27.840855,28.168137,0.143289,18659884.0,0.003004,0.0,-1.276775,-1.173055,18.676573,99146.5625,0.77,2.9,186.598877,372.521637,271.530579,29.22436,0.289,0.208,0.501268,0.31939,-0.031107,-0.556959,29.299999,8940000.0,46.200001,14070000.0,,,,,0.321762
12.051455,106.91174,2024-01-02 06:21:30.722993,2024-01-02,423.04645,0,1.0,True,0.0,27.845394,27.840855,28.168137,0.143289,18659884.0,0.003004,0.0,-1.276775,-1.173055,18.676573,99146.5625,0.9,6.4,196.719467,377.52243,273.86377,29.76156,,,0.688153,0.468273,0.16696,-0.661484,32.700001,9980000.0,47.200001,14390000.0,,,,,0.321762
18.661495,105.40642,2024-01-02 06:23:19.228017,2024-01-02,420.54843,0,1.0,True,0.0,21.493912,21.936232,21.758713,0.44762,10905424.0,0.429684,2.392136,-0.618003,-0.196228,19.597879,100066.609375,0.25,0.4,86.127449,220.675308,159.517395,13.810811,0.399,0.301,0.025505,0.070652,0.040847,-0.034586,19.200001,5890000.0,26.6,8150000.0,,,,,0.458711
18.681492,105.40179,2024-01-02 06:23:19.561992,2024-01-02,423.31573,0,1.0,True,0.0,21.743099,22.090122,22.068283,0.433963,10559268.0,0.422055,1.770538,-0.645814,-0.086833,19.732481,100382.648438,0.41,0.6,73.780579,230.23114,191.409058,17.232166,0.334,0.252,0.042416,0.121234,0.046838,-0.045392,19.0,5810000.0,27.799999,8520000.0,,,,,0.458711
18.673756,105.40822,2024-01-02 06:23:19.588023,2024-01-02,422.40683,0,1.0,True,0.0,21.493912,21.936232,21.758713,0.44762,10905424.0,0.429684,2.392136,-0.618003,-0.196228,19.597879,100066.609375,0.27,0.3,73.780579,230.23114,191.409058,17.232166,0.345,0.26,0.033306,0.087139,0.045193,-0.041485,19.4,5940000.0,27.4,8390000.0,,,,,0.458711
18.762213,105.38407,2024-01-02 06:23:20.894997,2024-01-02,420.73755,0,1.0,True,0.0,21.95957,22.376661,22.288336,0.426553,10446520.0,0.411296,1.601186,-0.672771,0.067607,19.9741,100900.6875,0.54,0.9,85.170448,268.682007,230.60817,21.753569,,,0.085299,0.1927,0.039806,-0.081485,,,,,,,,,0.266601
18.85992,105.37566,2024-01-02 06:23:22.975009,2024-01-02,424.29285,0,1.0,True,0.0,21.960302,22.426386,22.345709,0.406636,10330612.0,0.505263,1.630875,-0.680726,0.217712,19.973448,100706.109375,0.2,0.3,101.606483,247.531677,173.404266,14.980684,,,0.110086,0.193198,0.04195,-0.105422,19.4,5950000.0,27.799999,8510000.0,,,,,0.262556
18.852098,105.38188,2024-01-02 06:23:23.002006,2024-01-02,424.09778,0,1.0,True,0.0,21.960302,22.426386,22.345709,0.406636,10330612.0,0.505263,1.630875,-0.680726,0.217712,19.973448,100706.109375,0.41,0.6,101.606483,247.531677,173.404266,14.980684,,,0.432917,0.279005,0.158803,-0.443733,19.200001,5870000.0,27.6,8440000.0,,,,,0.262556
18.844206,105.38804,2024-01-02 06:23:23.029002,2024-01-02,424.17963,0,1.0,True,0.0,21.960302,22.426386,22.345709,0.406636,10330612.0,0.505263,1.630875,-0.680726,0.217712,19.973448,100706.109375,0.34,0.5,101.606483,247.531677,173.404266,14.980684,,,0.419592,0.202575,-0.001195,-0.503899,18.700001,5740000.0,26.799999,8220000.0,,,,,0.262556
18.836267,105.39412,2024-01-02 06:23:23.055999,2024-01-02,422.88773,0,1.0,True,0.0,21.95957,22.376661,22.288336,0.426553,10446520.0,0.411296,1.601186,-0.672771,0.067607,19.9741,100900.6875,0.15,0.2,98.89048,240.458588,169.45079,14.572197,,,0.065375,0.117565,0.080168,-0.075378,19.299999,5900000.0,28.0,8570000.0,,,,,0.266601
19.238413,105.280334,2024-01-02 06:23:28.921024,2024-01-02,421.83173,0,1.0,True,0.0,21.770035,22.033155,21.905767,0.24117,10692644.0,2.109283,2.106237,-0.447124,0.371033,19.449686,100056.0625,0.31,0.3,83.59761,219.178574,164.485336,14.336649,,,0.159735,0.314612,0.101258,-0.150862,17.200001,5250000.0,28.6,8750000.0,,,,,0.267481
19.250772,105.2821,2024-01-02 06:23:29.281996,2024-01-02,422.19034,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.87,3.7,83.59761,219.178574,164.485336,14.336649,,,0.550421,0.525385,0.303521,-0.469099,26.799999,8220000.0,33.700001,10330000.0,,,,,0.267481
19.24294,105.28848,2024-01-02 06:23:29.308992,2024-01-02,420.9404,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.39,0.5,83.59761,219.178574,164.485336,14.336649,,,0.410218,0.50039,0.187975,-0.353768,16.799999,5160000.0,28.4,8700000.0,,,,,0.267481
19.286419,105.26454,2024-01-02 06:23:29.562018,2024-01-02,422.00275,0,1.0,True,0.0,21.657162,21.98978,21.761316,0.332945,11222072.0,2.698803,2.500697,-0.338217,0.298584,19.085508,99712.609375,0.63,1.2,130.883698,289.756348,190.236511,16.411051,0.271,0.204,0.760557,0.55381,0.261723,-0.676906,17.6,5380000.0,28.6,8770000.0,,,,,0.259317
19.278727,105.27105,2024-01-02 06:23:29.588009,2024-01-02,422.5719,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.89,5.0,130.883698,289.756348,190.236511,16.411051,0.288,0.217,0.669248,0.484694,0.233524,-0.59933,17.9,5490000.0,28.6,8760000.0,,,,,0.267481
19.270962,105.27751,2024-01-02 06:23:29.615005,2024-01-02,421.97675,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.84,2.4,130.883698,289.756348,190.236511,16.411051,0.311,0.235,0.802533,0.5391,0.305993,-0.70764,25.5,7800000.0,35.299999,10810000.0,,,,,0.267481
19.306633,105.26,2024-01-02 06:23:29.894988,2024-01-02,423.0482,0,1.0,True,0.0,21.657162,21.98978,21.761316,0.332945,11222072.0,2.698803,2.500697,-0.338217,0.298584,19.085508,99712.609375,0.6,1.1,130.883698,289.756348,190.236511,16.411051,0.331,0.25,0.557652,0.503742,0.183631,-0.487473,18.200001,5570000.0,28.700001,8790000.0,,,,,0.259317
19.298944,105.26651,2024-01-02 06:23:29.921019,2024-01-02,422.6412,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.66,1.3,130.883698,289.756348,190.236511,16.411051,0.3,0.226,0.507795,0.507964,0.218955,-0.448193,17.5,5370000.0,28.5,8730000.0,,,,,0.267481
19.29118,105.27298,2024-01-02 06:23:29.948015,2024-01-02,422.78146,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.67,1.4,130.883698,289.756348,190.236511,16.411051,0.271,0.204,0.646974,0.456355,0.19819,-0.606626,17.200001,5280000.0,28.1,8610000.0,,,,,0.267481
19.283356,105.27939,2024-01-02 06:23:29.975012,2024-01-02,422.32224,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.76,2.6,130.883698,289.756348,190.236511,16.411051,0.304,0.229,0.549482,0.545419,0.229666,-0.468868,21.5,6590000.0,32.400002,9920000.0,,,,,0.267481
19.311396,105.26845,2024-01-02 06:23:30.281991,2024-01-02,423.01474,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.63,1.2,130.883698,289.756348,190.236511,16.411051,0.328,0.247,0.49543,0.5,0.175999,-0.438267,17.6,5390000.0,28.299999,8680000.0,,,,,0.267481
19.303574,105.27486,2024-01-02 06:23:30.308987,2024-01-02,422.64734,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.6,1.3,130.883698,289.756348,190.236511,16.411051,0.321,0.242,0.47922,0.495843,0.17509,-0.439525,15.0,4600000.0,27.1,8290000.0,,,,,0.267481
19.295782,105.28114,2024-01-02 06:23:30.336024,2024-01-02,421.0579,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.63,1.4,130.883698,289.756348,190.236511,16.411051,0.297,0.223,0.5625,0.569797,0.26863,-0.471799,16.799999,5130000.0,28.200001,8640000.0,,,,,0.267481
19.31592,105.27648,2024-01-02 06:23:30.668993,2024-01-02,421.82617,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.55,1.0,130.883698,289.756348,190.236511,16.411051,0.36,0.272,0.501033,0.517293,0.19402,-0.444356,17.5,5350000.0,28.4,8700000.0,,,,,0.267481
19.308052,105.28269,2024-01-02 06:23:30.695989,2024-01-02,422.18454,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.65,1.3,130.883698,289.756348,190.236511,16.411051,,,0.48396,0.554446,0.22772,-0.415565,18.299999,5610000.0,28.799999,8830000.0,,,,,0.267481
19.32817,105.278,2024-01-02 06:23:31.028999,2024-01-02,421.4445,0,1.0,True,0.0,22.055517,22.472773,22.223719,0.307535,10896036.0,2.421552,2.722107,-0.299603,0.422017,19.463846,100543.273438,0.5,0.8,129.418686,304.102905,221.393829,19.824772,,,0.444248,0.500751,0.217377,-0.388209,17.1,5240000.0,28.200001,8630000.0,,,,,0.31433
19.320255,105.284134,2024-01-02 06:23:31.055995,2024-01-02,421.65433,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.57,1.0,129.418686,304.102905,221.393829,19.824772,0.399,0.301,0.332856,0.415121,0.161592,-0.297976,17.0,5210000.0,28.200001,8630000.0,,,,,0.267481
19.312288,105.29019,2024-01-02 06:23:31.082992,2024-01-02,422.761,0,1.0,True,0.0,22.035824,22.455519,22.306402,0.334875,10821172.0,2.356255,2.319885,-0.369386,0.409627,19.572407,100646.273438,0.63,1.1,95.445229,229.226669,156.959259,13.315715,,,0.371113,0.475621,0.20206,-0.321565,18.0,5530000.0,28.6,8770000.0,,,,,0.267481
