latitude,longitude,time,date,xco2,xco2_quality_flag,rice_proportion_in_buffer,is_rice_influenced,precipitation,temperature_2m,skin_temperature,soil_temperature_L1,soil_water_L1,surface_solar_radiation,total_precipitation,lai_low_veg,wind_u_10m,wind_v_10m,dewpoint_temp_2m,surface_pressure,FPAR,LAI,GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,AOD_047um,AOD_055um,NDVI,EVI,LSWI,NDWI_McFeeters,ET,LE,PET,PLE,LST_Day_Terra_C,LST_Night_Terra_C,LST_Day_Aqua_C,LST_Night_Aqua_C,sm_surface_daily
22.376911,106.27677,2023-01-08 06:17:31.748992,2023-01-08,420.0743,0,1.0,True,0.0,14.5903,14.424897,14.991765,0.323727,14566144.0,0.0,2.495356,-0.328126,-0.079764,9.179809,96700.625,0.88,4.9,132.24646,281.441071,165.179993,11.404131,,,0.351302,0.489738,0.189157,-0.294705,18.1,5590000.0,26.0,8020000.0,,,,,0.278793
22.420078,106.252045,2023-01-08 06:17:32.002019,2023-01-08,418.29233,0,1.0,True,0.0,14.5903,14.424897,14.991765,0.323727,14566144.0,0.0,2.495356,-0.328126,-0.079764,9.179809,96700.625,0.9,6.0,114.319221,264.743195,181.061111,12.739453,0.375,0.283,0.213051,0.365536,0.14569,-0.212659,18.4,5680000.0,25.9,7970000.0,,,,,0.278716
22.412457,106.258766,2023-01-08 06:17:32.029015,2023-01-08,419.57642,0,1.0,True,0.0,14.5903,14.424897,14.991765,0.323727,14566144.0,0.0,2.495356,-0.328126,-0.079764,9.179809,96700.625,0.89,5.8,114.319221,264.743195,181.061111,12.739453,0.389,0.294,0.169966,0.416998,0.124192,-0.16129,18.0,5560000.0,26.200001,8080000.0,,,,,0.278716
22.550865,106.200424,2023-01-08 06:17:33.562018,2023-01-08,419.71664,0,1.0,True,0.0,14.301156,14.204763,14.776189,0.312042,15332768.0,0.0,2.569341,-0.275025,-0.088024,9.029255,96168.039062,0.89,4.9,110.086563,273.710297,210.785583,15.644538,0.377,0.284,0.373894,0.408086,0.217577,-0.316046,18.299999,5630000.0,26.200001,8090000.0,,,24.07,,0.277191
22.528347,106.221375,2023-01-08 06:17:33.642002,2023-01-08,417.98505,0,1.0,True,0.0,14.301156,14.204763,14.776189,0.312042,15332768.0,0.0,2.569341,-0.275025,-0.088024,9.029255,96168.039062,0.9,5.9,118.597603,286.095459,212.724808,15.883856,0.356,0.269,0.310406,0.411584,0.172193,-0.269031,18.5,5710000.0,26.299999,8100000.0,,,22.790001,,0.277191
22.548414,106.21662,2023-01-08 06:17:33.975011,2023-01-08,418.5404,0,1.0,True,0.0,14.301156,14.204763,14.776189,0.312042,15332768.0,0.0,2.569341,-0.275025,-0.088024,9.029255,96168.039062,0.69,1.5,110.086563,273.710297,210.785583,15.644538,0.381,0.287,0.332855,0.413668,0.172138,-0.287861,12.6,3890000.0,27.4,8440000.0,,,23.809999,,0.277191
22.540867,106.22343,2023-01-08 06:17:34.002008,2023-01-08,418.2591,0,1.0,True,0.0,14.301156,14.204763,14.776189,0.312042,15332768.0,0.0,2.569341,-0.275025,-0.088024,9.029255,96168.039062,0.89,5.0,110.086563,273.710297,210.785583,15.644538,0.398,0.3,0.247067,0.414547,0.141583,-0.217836,18.1,5580000.0,25.700001,7930000.0,,,23.35,,0.277191
22.568483,106.21187,2023-01-08 06:17:34.308987,2023-01-08,419.6597,0,1.0,True,0.0,14.516895,14.229829,14.848618,0.355504,15769304.0,0.0,2.224706,-0.287822,-0.14324,9.362019,97682.328125,0.9,6.0,110.086563,273.710297,210.785583,15.644538,0.371,0.28,0.3127,0.427114,0.165435,-0.272238,17.799999,5480000.0,25.6,7900000.0,,,24.110001,,0.26535
22.560936,106.21867,2023-01-08 06:17:34.336023,2023-01-08,418.64917,0,1.0,True,0.0,14.516895,14.229829,14.848618,0.355504,15769304.0,0.0,2.224706,-0.287822,-0.14324,9.362019,97682.328125,0.89,5.6,110.086563,273.710297,210.785583,15.644538,0.385,0.29,0.252759,0.416692,0.133866,-0.219556,17.9,5530000.0,26.200001,8090000.0,,,24.01,,0.26535
22.553316,106.225426,2023-01-08 06:17:34.363020,2023-01-08,419.16467,0,1.0,True,0.0,14.301156,14.204763,14.776189,0.312042,15332768.0,0.0,2.569341,-0.275025,-0.088024,9.029255,96168.039062,0.89,5.5,110.086563,273.710297,210.785583,15.644538,0.386,0.291,0.252759,0.416692,0.133866,-0.219556,18.1,5580000.0,26.200001,8080000.0,,,23.610001,,0.277191
22.581022,106.213936,2023-01-08 06:17:34.668993,2023-01-08,419.80542,0,1.0,True,0.0,14.516895,14.229829,14.848618,0.355504,15769304.0,0.0,2.224706,-0.287822,-0.14324,9.362019,97682.328125,0.9,5.9,110.086563,273.710297,210.785583,15.644538,0.376,0.283,0.247753,0.403065,0.133431,-0.224202,18.4,5660000.0,26.4,8130000.0,,,23.790001,,0.26535
22.573414,106.220695,2023-01-08 06:17:34.695989,2023-01-08,419.18393,0,1.0,True,0.0,14.516895,14.229829,14.848618,0.355504,15769304.0,0.0,2.224706,-0.287822,-0.14324,9.362019,97682.328125,0.9,6.0,110.086563,273.710297,210.785583,15.644538,0.376,0.283,0.267394,0.420934,0.136977,-0.233303,18.0,5540000.0,25.700001,7910000.0,,,24.110001,,0.26535
22.631216,106.18144,2023-01-08 06:17:34.895022,2023-01-08,417.69763,0,1.0,True,0.0,14.516895,14.229829,14.848618,0.355504,15769304.0,0.0,2.224706,-0.287822,-0.14324,9.362019,97682.328125,0.76,1.8,153.852783,317.026184,211.375275,15.627176,0.352,0.265,0.782895,0.381731,0.344079,-0.752627,14.8,4570000.0,27.700001,8550000.0,17.99,,,,0.26535
22.623793,106.18849,2023-01-08 06:17:34.921013,2023-01-08,418.32156,0,1.0,True,0.0,14.516895,14.229829,14.848618,0.355504,15769304.0,0.0,2.224706,-0.287822,-0.14324,9.362019,97682.328125,0.89,5.0,153.852783,317.026184,211.375275,15.627176,0.36,0.272,0.687067,0.253959,0.334856,-0.68415,18.299999,5640000.0,26.0,8010000.0,,,24.209999,,0.26535
22.608727,106.20245,2023-01-08 06:17:34.975006,2023-01-08,418.37234,0,1.0,True,0.0,14.516895,14.229829,14.848618,0.355504,15769304.0,0.0,2.224706,-0.287822,-0.14324,9.362019,97682.328125,0.73,1.6,119.098038,282.568085,209.767593,15.503526,0.397,0.299,0.474154,0.348875,0.299246,-0.400707,13.3,4110000.0,27.5,8460000.0,,,23.889999,,0.26535
22.593582,106.216034,2023-01-08 06:17:35.028999,2023-01-08,418.40527,0,1.0,True,0.0,14.516895,14.229829,14.848618,0.355504,15769304.0,0.0,2.224706,-0.287822,-0.14324,9.362019,97682.328125,0.89,5.1,119.098038,282.568085,209.767593,15.503526,0.39,0.294,0.250101,0.357453,0.128196,-0.227011,18.5,5710000.0,26.4,8130000.0,,,23.549999,,0.26535
